cultivo_nombre,anio,campania,provincia_nombre,provincia_id,departamento_nombre,departamento_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha,humedad_suelo,temperatura_cosecha,proteinas,aceite
soja,1984,1984/85,Santiago del Estero,86,JimÃ©nez,86091.0,10700,10700,22260,2080,15.66,31.0,37.37,19.08
soja,1984,1984/85,Santiago del Estero,86,Juan F. Ibarra,86098.0,1600,1600,6100,3813,30.17,25.6,43.67,19.22
soja,1984,1984/85,Santiago del Estero,86,Pellegrini,86133.0,2950,2950,3420,1159,39.31,28.7,41.83,19.45
soja,1984,1984/85,Santiago del Estero,86,RÃ­o Hondo,86147.0,450,450,900,2000,13.06,27.5,34.06,19.53
soja,1984,1984/85,TucumÃ¡n,90,BurruyacÃº,90007.0,34970,34500,78200,2267,10.25,18.1,40.64,20.73
soja,1984,1984/85,TucumÃ¡n,90,Cruz Alta,90014.0,18300,18100,40200,2221,23.01,31.9,37.83,21.06
soja,1984,1984/85,TucumÃ¡n,90,Graneros,90035.0,12850,12750,28800,2259,12.78,18.9,34.24,19.85
soja,1984,1984/85,TucumÃ¡n,90,Leales,90056.0,8605,8525,18750,2199,32.45,33.6,40.38,23.44
soja,1984,1984/85,TucumÃ¡n,90,Trancas,90112.0,25,25,50,2000,37.44,20.0,38.57,21.32
soja,1985,1985/86,Buenos Aires,6,Adolfo Gonzales Chaves,6014.0,50,50,90,1800,23.02,29.7,32.36,22.72
soja,1985,1985/86,Buenos Aires,6,Alberti,6021.0,17500,17500,35000,2000,17.76,20.7,39.76,23.55
soja,1985,1985/86,Buenos Aires,6,Azul,6049.0,250,250,650,2600,23.03,21.4,39.62,18.98
soja,1985,1985/86,Buenos Aires,6,Balcarce,6063.0,500,500,1000,2000,31.7,21.2,33.73,20.57
soja,1985,1985/86,Buenos Aires,6,Baradero,6070.0,32800,32800,75440,2300,10.27,30.0,36.19,20.6
soja,1985,1985/86,Buenos Aires,6,Arrecifes,6077.0,39000,39000,89700,2300,27.68,26.1,39.03,20.13
soja,1985,1985/86,Buenos Aires,6,Benito JuÃ¡rez,6084.0,150,150,250,1667,28.4,32.7,33.67,18.05
soja,1985,1985/86,Buenos Aires,6,Berazategui,6091.0,100,100,170,1700,29.13,21.1,42.23,22.9
soja,1985,1985/86,Buenos Aires,6,BolÃ­var,6105.0,500,500,650,1300,17.26,28.8,32.33,18.67
soja,1985,1985/86,Buenos Aires,6,Bragado,6112.0,29000,29000,63800,2200,31.42,30.1,33.23,23.97
soja,1985,1985/86,Buenos Aires,6,Brandsen,6119.0,200,200,340,1700,12.74,18.0,33.39,22.64
soja,1985,1985/86,Buenos Aires,6,Campana,6126.0,1500,1500,2250,1500,15.98,23.0,38.34,21.48
soja,1985,1985/86,Buenos Aires,6,CaÃ±uelas,6134.0,100,100,200,2000,36.32,24.7,39.44,18.93
soja,1985,1985/86,Buenos Aires,6,CapitÃ¡n Sarmiento,6140.0,14000,14000,36500,2607,32.16,22.1,36.84,21.09
soja,1985,1985/86,Buenos Aires,6,Carlos Casares,6147.0,9800,9800,19600,2000,10.41,21.4,35.46,19.57
soja,1985,1985/86,Buenos Aires,6,Carlos Tejedor,6154.0,2900,2800,5300,1893,17.45,28.7,41.71,19.51
soja,1985,1985/86,Buenos Aires,6,Carmen de Areco,6161.0,12500,12500,31300,2504,16.43,19.3,32.82,22.98
soja,1985,1985/86,Buenos Aires,6,ColÃ³n,6175.0,25000,25000,67200,2688,18.12,29.2,35.36,20.28
soja,1985,1985/86,Buenos Aires,6,Coronel Pringles,6196.0,250,250,500,2000,17.43,33.7,32.47,20.7
soja,1985,1985/86,Buenos Aires,6,Coronel SuÃ¡rez,6203.0,250,250,350,1400,11.88,26.3,32.17,23.06
soja,1985,1985/86,Buenos Aires,6,Chacabuco,6210.0,31000,31000,81000,2613,23.77,27.2,36.24,18.53
soja,1985,1985/86,Buenos Aires,6,ChascomÃºs,6218.0,200,130,200,1538,31.98,16.4,34.34,21.57
soja,1985,1985/86,Buenos Aires,6,Chivilcoy,6224.0,31500,31500,64700,2054,28.2,32.3,35.22,21.47
soja,1985,1985/86,Buenos Aires,6,Daireaux,6231.0,1000,1000,1800,1800,30.19,20.7,41.85,20.55
soja,1985,1985/86,Buenos Aires,6,Escobar,6252.0,200,200,350,1750,12.43,27.3,33.96,22.98
soja,1985,1985/86,Buenos Aires,6,ExaltaciÃ³n de la Cruz,6266.0,3000,3000,6000,2000,38.54,34.6,41.36,23.66
soja,1985,1985/86,Buenos Aires,6,General Alvarado,6280.0,250,250,500,2000,35.15,26.9,40.1,20.79
soja,1985,1985/86,Buenos Aires,6,General Alvear,6287.0,200,200,360,1800,34.15,29.5,35.92,20.74
soja,1985,1985/86,Buenos Aires,6,General Arenales,6294.0,31000,31000,77900,2513,34.69,23.9,38.56,21.01
soja,1985,1985/86,Buenos Aires,6,General Las Heras,6329.0,400,400,800,2000,37.98,16.2,37.33,22.34
soja,1985,1985/86,Buenos Aires,6,General Paz,6343.0,245,200,360,1800,26.33,31.0,33.54,22.01
soja,1985,1985/86,Buenos Aires,6,General Pinto,6351.0,11000,10700,22000,2056,16.01,15.7,42.89,19.34
soja,1985,1985/86,Buenos Aires,6,General PueyrredÃ³n,6357.0,250,250,450,1800,28.5,29.0,38.84,18.38
soja,1985,1985/86,Buenos Aires,6,General RodrÃ­guez,6364.0,100,100,200,2000,32.29,15.5,42.56,23.7
soja,1985,1985/86,Buenos Aires,6,General Viamonte,6385.0,15500,15500,32400,2090,32.14,32.2,41.89,19.57
soja,1985,1985/86,Buenos Aires,6,General Villegas,6392.0,30600,30000,58500,1950,25.64,18.2,32.96,21.83
soja,1985,1985/86,Buenos Aires,6,HipÃ³lito Yrigoyen,6406.0,2100,2000,4600,2300,12.05,25.3,34.49,22.97
soja,1985,1985/86,Buenos Aires,6,JunÃ­n,6413.0,40000,40000,100000,2500,21.13,26.9,33.74,19.8
soja,1985,1985/86,Buenos Aires,6,La Plata,6441.0,675,640,1200,1875,37.62,24.2,41.97,21.81
soja,1985,1985/86,Buenos Aires,6,Leandro N. Alem,6462.0,15000,15000,30000,2000,27.53,21.8,42.35,18.65
soja,1985,1985/86,Buenos Aires,6,Lincoln,6469.0,15400,15100,28000,1854,26.15,24.4,38.34,23.82
soja,1985,1985/86,Buenos Aires,6,LoberÃ­a,6476.0,1100,1100,2200,2000,18.07,21.2,33.25,18.35
soja,1985,1985/86,Buenos Aires,6,Lobos,6483.0,2000,2000,4000,2000,21.05,23.8,33.63,20.63
soja,1985,1985/86,Buenos Aires,6,LujÃ¡n,6497.0,1800,1800,3800,2111,36.86,22.2,41.76,21.22
soja,1985,1985/86,Buenos Aires,6,Magdalena,6505.0,200,200,400,2000,29.99,26.3,43.15,22.74
soja,1985,1985/86,Buenos Aires,6,Marcos Paz,6525.0,30,30,40,1333,33.62,19.8,34.39,18.73
soja,1985,1985/86,Buenos Aires,6,Mercedes,6532.0,3000,3000,6000,2000,23.63,34.8,32.13,20.64
soja,1985,1985/86,Buenos Aires,6,Navarro,6574.0,2100,2100,4000,1905,28.91,25.0,35.97,19.8
soja,1985,1985/86,Buenos Aires,6,Necochea,6581.0,1000,1000,1900,1900,17.45,18.9,32.37,19.87
soja,1985,1985/86,Buenos Aires,6,9 de Julio,6588.0,20000,20000,44000,2200,31.16,24.5,41.94,22.67
soja,1985,1985/86,Buenos Aires,6,OlavarrÃ­a,6595.0,50,50,100,2000,22.83,32.3,37.9,18.03
soja,1985,1985/86,Buenos Aires,6,Patagones,6602.0,50,50,90,1800,23.28,15.4,39.7,22.49
soja,1985,1985/86,Buenos Aires,6,PehuajÃ³,6609.0,10000,9800,18600,1898,29.48,28.6,36.94,22.86
soja,1985,1985/86,Buenos Aires,6,Pellegrini,6616.0,600,600,1200,2000,38.09,26.0,36.15,23.41
soja,1985,1985/86,Buenos Aires,6,Pergamino,6623.0,117000,117000,294000,2513,11.92,18.4,34.67,21.76
soja,1985,1985/86,Buenos Aires,6,Pila,6630.0,600,600,960,1600,34.74,31.3,41.25,20.0
soja,1985,1985/86,Buenos Aires,6,Pilar,6638.0,2000,2000,3000,1500,18.77,22.4,40.35,20.56
soja,1985,1985/86,Buenos Aires,6,Ramallo,6665.0,50000,50000,114000,2280,23.32,20.9,36.33,23.82
soja,1985,1985/86,Buenos Aires,6,Rivadavia,6679.0,3300,3100,6200,2000,10.66,31.6,35.85,23.29
soja,1985,1985/86,Buenos Aires,6,Rojas,6686.0,41000,41000,107100,2612,19.03,27.8,32.01,20.78
soja,1985,1985/86,Buenos Aires,6,Roque PÃ©rez,6693.0,500,500,850,1700,25.08,33.0,32.76,23.66
soja,1985,1985/86,Buenos Aires,6,Saladillo,6707.0,1800,1800,3260,1811,11.69,27.6,39.48,22.94
soja,1985,1985/86,Buenos Aires,6,Salto,6714.0,54000,54000,140400,2600,24.73,29.8,38.18,23.41
soja,1985,1985/86,Buenos Aires,6,SalliquelÃ³,6721.0,600,600,840,1400,37.81,31.7,37.22,22.1
soja,1985,1985/86,Buenos Aires,6,San AndrÃ©s de Giles,6728.0,5000,5000,10500,2100,13.16,16.1,41.93,23.15
soja,1985,1985/86,Buenos Aires,6,San Antonio de Areco,6735.0,18000,18000,43200,2400,32.93,30.5,38.05,23.35
soja,1985,1985/86,Buenos Aires,6,San NicolÃ¡s,6763.0,33000,33000,80600,2442,22.29,27.3,36.61,18.55
soja,1985,1985/86,Buenos Aires,6,San Pedro,6770.0,50000,50000,122000,2440,29.66,16.4,33.94,23.79
soja,1985,1985/86,Buenos Aires,6,San Vicente,6778.0,100,100,190,1900,17.81,25.2,41.85,20.0
soja,1985,1985/86,Buenos Aires,6,Suipacha,6784.0,2200,2200,3550,1614,14.78,16.6,38.91,20.64
soja,1985,1985/86,Buenos Aires,6,Tandil,6791.0,400,400,720,1800,14.81,29.7,33.11,22.75
soja,1985,1985/86,Buenos Aires,6,Tornquist,6819.0,200,200,300,1500,12.11,25.9,39.79,21.99
soja,1985,1985/86,Buenos Aires,6,Trenque Lauquen,6826.0,3800,3600,6840,1900,15.57,34.1,37.1,23.36
soja,1985,1985/86,Buenos Aires,6,25 de Mayo,6854.0,4000,4000,7600,1900,29.93,18.7,41.74,20.4
soja,1985,1985/86,Buenos Aires,6,Villarino,6875.0,100,100,150,1500,36.45,27.1,43.03,20.24
soja,1985,1985/86,Buenos Aires,6,ZÃ¡rate,6882.0,6000,6000,13800,2300,34.42,19.2,39.21,18.19
soja,1985,1985/86,Catamarca,10,CapayÃ¡n,10042.0,70,70,130,1857,30.55,27.3,40.78,20.78
soja,1985,1985/86,Catamarca,10,Santa Rosa,10098.0,820,820,1460,1780,13.31,29.5,32.68,22.34
soja,1985,1985/86,CÃ³rdoba,14,Calamuchita,14007.0,25000,25000,42500,1700,18.68,29.4,38.72,19.81
soja,1985,1985/86,CÃ³rdoba,14,Capital,14014.0,300,300,570,1900,19.29,31.3,41.06,20.78
soja,1985,1985/86,CÃ³rdoba,14,ColÃ³n,14021.0,2000,2000,3200,1600,17.5,32.1,37.96,19.32
soja,1985,1985/86,CÃ³rdoba,14,Cruz del Eje,14028.0,300,300,270,900,25.45,16.5,39.12,22.64
soja,1985,1985/86,CÃ³rdoba,14,General Roca,14035.0,11000,11000,19000,1727,26.07,21.9,42.79,18.36
soja,1985,1985/86,CÃ³rdoba,14,General San MartÃ­n,14042.0,17000,17000,28900,1700,20.71,28.7,34.38,22.23
soja,1985,1985/86,CÃ³rdoba,14,JuÃ¡rez Celman,14056.0,60000,60000,103000,1717,20.61,25.0,33.18,20.27
soja,1985,1985/86,CÃ³rdoba,14,Marcos JuÃ¡rez,14063.0,255000,254000,500000,1969,34.86,18.8,40.29,18.25
soja,1985,1985/86,CÃ³rdoba,14,Pocho,14077.0,200,200,240,1200,33.68,26.1,41.87,23.12
soja,1985,1985/86,CÃ³rdoba,14,Presidente Roque SÃ¡enz PeÃ±a,14084.0,25000,24200,38800,1603,19.23,23.1,42.21,20.93
soja,1985,1985/86,CÃ³rdoba,14,RÃ­o Cuarto,14098.0,40000,38000,68000,1789,37.41,22.8,39.7,21.6
soja,1985,1985/86,CÃ³rdoba,14,RÃ­o Primero,14105.0,7500,5400,9300,1722,38.58,31.2,42.0,22.39
soja,1985,1985/86,CÃ³rdoba,14,RÃ­o Seco,14112.0,1000,1000,1400,1400,19.8,23.2,40.41,21.93
soja,1985,1985/86,CÃ³rdoba,14,RÃ­o Segundo,14119.0,60000,56000,97000,1732,20.63,15.5,33.05,22.39
soja,1985,1985/86,CÃ³rdoba,14,San Alberto,14126.0,200,200,500,2500,25.17,16.2,41.14,22.57
soja,1985,1985/86,CÃ³rdoba,14,San Javier,14133.0,200,200,500,2500,38.23,32.1,34.15,21.53
soja,1985,1985/86,CÃ³rdoba,14,San Justo,14140.0,24000,24000,50000,2083,36.29,34.2,34.84,20.19
soja,1985,1985/86,CÃ³rdoba,14,Santa MarÃ­a,14147.0,85000,81000,140000,1728,13.08,28.8,36.74,19.46
soja,1985,1985/86,CÃ³rdoba,14,Tercero Arriba,14161.0,200000,200000,330000,1650,21.78,22.3,35.77,23.42
soja,1985,1985/86,CÃ³rdoba,14,Totoral,14168.0,800,800,1120,1400,26.6,33.8,35.86,23.82
soja,1985,1985/86,CÃ³rdoba,14,Tulumba,14175.0,500,500,700,1400,25.09,28.3,34.03,20.15
soja,1985,1985/86,CÃ³rdoba,14,UniÃ³n,14182.0,147000,147000,295000,2007,15.82,31.9,35.53,18.67
soja,1985,1985/86,Corrientes,18,Curuzu Cuatia,18035.0,50,50,50,1000,35.76,30.3,32.24,19.34
soja,1985,1985/86,Corrientes,18,Esquina,18049.0,80,80,80,1000,30.31,22.6,37.67,22.02
soja,1985,1985/86,Corrientes,18,Goya,18070.0,20,20,20,1000,35.14,24.6,41.22,19.04
soja,1985,1985/86,Corrientes,18,ItuzaingÃ³,18084.0,2500,2500,2520,1008,35.76,18.7,42.35,22.68
soja,1985,1985/86,Corrientes,18,Monte Caseros,18112.0,200,200,210,1050,32.45,20.8,41.85,23.54
soja,1985,1985/86,Corrientes,18,Paso de los Libres,18119.0,150,150,150,1000,23.18,30.6,37.0,23.78
soja,1985,1985/86,Corrientes,18,San MartÃ­n,18147.0,250,250,270,1080,28.32,32.9,40.77,18.06
soja,1985,1985/86,Corrientes,18,San Roque,18161.0,21750,21750,23700,1090,14.81,29.5,35.45,23.75
soja,1985,1985/86,Chaco,22,Comandante FernÃ¡ndez,22021.0,1150,1150,1380,1200,30.21,24.3,32.67,22.44
soja,1985,1985/86,Chaco,22,Chacabuco,22028.0,1000,1000,1200,1200,15.38,16.7,40.11,18.5
soja,1985,1985/86,Chaco,22,12 de Octubre,22036.0,3800,3800,4620,1216,30.82,16.1,39.79,20.49
soja,1985,1985/86,Chaco,22,Independencia,22070.0,120,120,150,1250,16.89,22.5,41.62,22.2
soja,1985,1985/86,Chaco,22,Libertador General San MartÃ­n,22084.0,1600,1600,1950,1219,13.53,24.3,39.39,23.74
soja,1985,1985/86,Chaco,22,MaipÃº,22091.0,100,100,120,1200,14.96,27.2,33.88,18.98
soja,1985,1985/86,Chaco,22,9 de Julio,22105.0,440,440,530,1205,10.06,15.1,42.24,18.77
soja,1985,1985/86,Chaco,22,O'Higgins,22112.0,570,570,850,1491,31.56,34.8,39.53,20.83
soja,1985,1985/86,Entre RÃ­os,30,ColÃ³n,30008.0,700,700,1050,1500,31.97,22.3,41.69,23.81
soja,1985,1985/86,Entre RÃ­os,30,Concordia,30015.0,200,200,300,1500,25.45,32.0,41.29,23.83
soja,1985,1985/86,Entre RÃ­os,30,Diamante,30021.0,4000,4000,8000,2000,14.84,25.7,35.57,19.37
soja,1985,1985/86,Entre RÃ­os,30,Federal,30035.0,100,100,180,1800,12.51,17.6,32.89,19.92
soja,1985,1985/86,Entre RÃ­os,30,Gualeguay,30049.0,6000,6000,13200,2200,10.57,31.0,34.12,23.45
soja,1985,1985/86,Entre RÃ­os,30,GualeguaychÃº,30056.0,600,600,1020,1700,14.97,29.2,33.11,22.41
soja,1985,1985/86,Entre RÃ­os,30,La Paz,30070.0,900,500,650,1300,36.73,25.5,34.92,23.83
soja,1985,1985/86,Entre RÃ­os,30,NogoyÃ¡,30077.0,1800,1800,3240,1800,17.25,25.3,37.51,23.36
soja,1985,1985/86,Entre RÃ­os,30,ParanÃ¡,30084.0,5000,5000,9500,1900,20.63,16.7,42.88,19.29
soja,1985,1985/86,Entre RÃ­os,30,Tala,30091.0,400,350,560,1600,13.16,28.1,42.46,22.56
soja,1985,1985/86,Entre RÃ­os,30,Uruguay,30098.0,500,500,850,1700,16.67,33.2,40.62,18.29
soja,1985,1985/86,Entre RÃ­os,30,Victoria,30105.0,6500,6500,14300,2200,25.58,16.9,32.29,22.91
soja,1985,1985/86,Entre RÃ­os,30,Villaguay,30113.0,500,500,850,1700,28.23,20.3,36.1,21.61
soja,1985,1985/86,Formosa,34,LaishÃ­,34021.0,400,400,800,2000,17.36,33.0,40.19,23.74
soja,1985,1985/86,Formosa,34,PatiÃ±o,34035.0,1000,1000,2000,2000,11.73,20.7,33.55,23.76
soja,1985,1985/86,Formosa,34,PilagÃ¡s,34042.0,600,600,1200,2000,21.73,28.1,41.61,18.3
soja,1985,1985/86,Formosa,34,Pilcomayo,34049.0,500,500,1100,2200,17.03,25.7,42.97,18.96
soja,1985,1985/86,Formosa,34,PiranÃ©,34056.0,1700,1700,4080,2400,16.59,26.9,36.25,20.91
soja,1985,1985/86,Jujuy,38,El Carmen,38014.0,100,100,180,1800,38.8,23.3,40.47,23.28
soja,1985,1985/86,Jujuy,38,San Pedro,38063.0,50,50,90,1800,28.49,21.0,33.78,22.89
soja,1985,1985/86,Jujuy,38,Santa BÃ¡rbara,38070.0,1450,1450,2610,1800,26.71,16.0,40.29,23.79
soja,1985,1985/86,La Pampa,42,AtreucÃ³,42007.0,150,140,220,1571,22.47,29.9,32.26,21.71
soja,1985,1985/86,La Pampa,42,Conhelo,42035.0,250,230,360,1565,22.87,29.9,33.81,19.54
soja,1985,1985/86,La Pampa,42,ChapaleufÃº,42056.0,300,290,480,1655,26.23,28.4,40.52,18.15
soja,1985,1985/86,La Pampa,42,MaracÃ³,42105.0,400,360,595,1653,30.89,27.9,40.54,19.34
soja,1985,1985/86,La Pampa,42,QuemÃº QuemÃº,42119.0,50,50,80,1600,31.06,19.9,39.69,22.05
soja,1985,1985/86,La Pampa,42,RealicÃ³,42133.0,200,180,290,1611,15.15,15.4,37.73,23.56
soja,1985,1985/86,La Pampa,42,Trenel,42147.0,50,50,75,1500,25.0,31.2,40.1,19.93
soja,1985,1985/86,Misiones,54,ApÃ³stoles,54007.0,200,200,220,1100,22.36,24.8,41.29,23.25
soja,1985,1985/86,Misiones,54,CainguÃ¡s,54014.0,1500,1500,1600,1067,36.12,21.1,43.6,20.37
soja,1985,1985/86,Misiones,54,Capital,54028.0,1400,1400,1550,1107,28.94,17.0,42.66,19.85
soja,1985,1985/86,Misiones,54,ConcepciÃ³n,54035.0,1500,1500,1650,1100,25.98,16.3,41.53,21.05
soja,1985,1985/86,Misiones,54,El dorado,54042.0,400,400,450,1125,13.46,22.0,40.34,20.65
soja,1985,1985/86,Misiones,54,General Manuel Belgrano,54049.0,700,700,750,1071,28.17,31.1,38.89,23.48
soja,1985,1985/86,Misiones,54,GuaranÃ­,54056.0,2500,2500,2600,1040,13.52,33.4,33.45,20.81
soja,1985,1985/86,Misiones,54,IguazÃº,54063.0,150,150,170,1133,20.12,32.9,33.99,19.66
soja,1985,1985/86,Misiones,54,Leandro N. Alem,54070.0,250,250,300,1200,14.29,33.4,41.84,23.06
soja,1985,1985/86,Misiones,54,Libertador General San MartÃ­n,54077.0,500,500,580,1160,30.76,33.2,41.64,23.99
soja,1985,1985/86,Misiones,54,Montecarlo,54084.0,400,400,440,1100,16.19,25.5,39.37,21.89
soja,1985,1985/86,Misiones,54,OberÃ¡,54091.0,600,600,660,1100,21.76,19.4,37.27,19.5
soja,1985,1985/86,Misiones,54,San Ignacio,54098.0,400,400,450,1125,36.87,31.0,32.31,19.43
soja,1985,1985/86,Misiones,54,San Javier,54105.0,700,700,800,1143,16.13,19.3,35.93,18.35
soja,1985,1985/86,Misiones,54,San Pedro,54112.0,500,500,550,1100,25.23,20.3,37.05,18.46
soja,1985,1985/86,Misiones,54,25 de Mayo,54119.0,3300,3300,3830,1161,22.58,19.7,37.83,23.49
soja,1985,1985/86,Salta,66,Anta,66007.0,27500,25200,45340,1799,10.54,25.3,43.15,18.58
soja,1985,1985/86,Salta,66,General JosÃ© de San MartÃ­n,66056.0,2000,1900,3430,1805,33.78,21.4,33.3,20.91
soja,1985,1985/86,Salta,66,La Candelaria,66084.0,500,400,640,1600,12.07,18.1,38.23,22.19
soja,1985,1985/86,Salta,66,MetÃ¡n,66112.0,6000,5500,9850,1791,24.23,24.1,36.42,23.1
soja,1985,1985/86,Salta,66,OrÃ¡n,66126.0,1000,500,800,1600,26.82,32.5,43.88,19.03
soja,1985,1985/86,Salta,66,Rosario de la Frontera,66140.0,3000,2500,4400,1760,28.85,26.4,42.34,20.63
soja,1985,1985/86,San Luis,74,Chacabuco,74028.0,400,400,690,1725,30.66,32.6,37.27,19.51
soja,1985,1985/86,Santa Fe,82,Belgrano,82007.0,110000,110000,253000,2300,17.6,18.9,44.0,19.53
soja,1985,1985/86,Santa Fe,82,Caseros,82014.0,195000,195000,408500,2095,10.3,18.3,38.17,19.82
soja,1985,1985/86,Santa Fe,82,Castellanos,82021.0,15000,15000,34500,2300,31.7,26.5,34.01,21.52
soja,1985,1985/86,Santa Fe,82,ConstituciÃ³n,82028.0,172500,172500,375370,2176,26.07,24.3,38.67,18.1
soja,1985,1985/86,Santa Fe,82,Garay,82035.0,1000,1000,2000,2000,35.08,28.2,34.71,20.45
soja,1985,1985/86,Santa Fe,82,General LÃ³pez,82042.0,220000,219100,471480,2152,34.64,30.9,39.64,19.12
soja,1985,1985/86,Santa Fe,82,General Obligado,82049.0,35000,33500,67000,2000,35.3,30.0,43.25,23.8
soja,1985,1985/86,Santa Fe,82,Iriondo,82056.0,150000,150000,354000,2360,24.55,33.8,41.43,21.5
soja,1985,1985/86,Santa Fe,82,La Capital,82063.0,6000,6000,12000,2000,20.01,23.0,35.28,23.21
soja,1985,1985/86,Santa Fe,82,Las Colonias,82070.0,20000,20000,40000,2000,33.75,19.1,35.56,19.17
soja,1985,1985/86,Santa Fe,82,9 de Julio,82077.0,3000,2000,3200,1600,23.54,26.0,32.83,22.86
soja,1985,1985/86,Santa Fe,82,Rosario,82084.0,91000,91000,183850,2020,15.5,17.2,35.43,20.49
soja,1985,1985/86,Santa Fe,82,San CristÃ³bal,82091.0,2500,2500,4500,1800,35.65,20.8,33.11,19.07
soja,1985,1985/86,Santa Fe,82,San Javier,82098.0,10000,10000,21000,2100,36.48,19.2,37.99,22.57
soja,1985,1985/86,Santa Fe,82,San JerÃ³nimo,82105.0,65000,65000,156000,2400,23.99,22.9,40.5,22.57
soja,1985,1985/86,Santa Fe,82,San Justo,82112.0,15000,15000,33000,2200,12.27,17.2,41.01,23.98
soja,1985,1985/86,Santa Fe,82,San Lorenzo,82119.0,96000,96000,195600,2038,21.63,15.6,32.71,22.69
soja,1985,1985/86,Santa Fe,82,San MartÃ­n,82126.0,80000,80000,186000,2325,34.11,28.1,36.08,18.87
soja,1985,1985/86,Santa Fe,82,Vera,82133.0,10000,10000,200000,20000,37.05,27.2,35.46,19.94
soja,1985,1985/86,Santiago del Estero,86,Banda,86035.0,3500,3500,6800,1943,16.1,29.2,33.25,20.71
soja,1985,1985/86,Santiago del Estero,86,General Taboada,86077.0,350,350,650,1857,12.01,28.2,36.35,18.76
soja,1985,1985/86,Santiago del Estero,86,GuasayÃ¡n,86084.0,50,50,90,1800,36.32,17.3,35.59,22.73
soja,1985,1985/86,Santiago del Estero,86,JimÃ©nez,86091.0,10500,10500,19000,1810,21.68,20.8,39.61,21.16
soja,1985,1985/86,Santiago del Estero,86,Juan F. Ibarra,86098.0,1500,1500,2960,1973,26.25,17.6,42.6,23.67
soja,1985,1985/86,Santiago del Estero,86,Pellegrini,86133.0,3000,3000,5600,1867,39.04,31.9,37.46,21.54
soja,1985,1985/86,Santiago del Estero,86,RÃ­o Hondo,86147.0,500,500,900,1800,12.0,29.9,40.96,21.14
soja,1985,1985/86,TucumÃ¡n,90,BurruyacÃº,90007.0,42300,42300,78500,1856,29.45,19.0,33.75,18.43
soja,1985,1985/86,TucumÃ¡n,90,Cruz Alta,90014.0,15900,15900,27600,1736,12.22,21.8,42.74,18.9
soja,1985,1985/86,TucumÃ¡n,90,Graneros,90035.0,17400,17400,32300,1856,21.26,34.3,33.83,23.1
soja,1985,1985/86,TucumÃ¡n,90,Leales,90056.0,9600,9600,16800,1750,34.11,26.9,34.31,23.94
soja,1985,1985/86,TucumÃ¡n,90,RÃ­o Chico,90077.0,330,330,600,1818,23.0,31.0,33.28,20.49
soja,1985,1985/86,TucumÃ¡n,90,Trancas,90112.0,100,100,200,2000,39.92,20.3,35.72,22.86
soja,1986,1986/87,Buenos Aires,6,Alberti,6021.0,13300,13300,26400,1985,26.77,19.2,38.63,21.77
soja,1986,1986/87,Buenos Aires,6,Azul,6049.0,600,600,720,1200,19.63,30.7,43.86,23.75
soja,1986,1986/87,Buenos Aires,6,Balcarce,6063.0,800,800,960,1200,16.6,28.7,41.52,19.43
soja,1986,1986/87,Buenos Aires,6,Baradero,6070.0,26000,26000,52000,2000,20.52,28.6,36.57,21.27
soja,1986,1986/87,Buenos Aires,6,Arrecifes,6077.0,41000,41000,90200,2200,21.18,26.1,38.91,20.45
soja,1986,1986/87,Buenos Aires,6,Benito JuÃ¡rez,6084.0,1200,1200,1580,1317,12.06,26.3,39.48,21.25
soja,1986,1986/87,Buenos Aires,6,Bragado,6112.0,30000,29600,53000,1791,21.09,29.7,41.87,19.61
soja,1986,1986/87,Buenos Aires,6,Brandsen,6119.0,160,160,220,1375,23.93,20.4,40.84,20.99
soja,1986,1986/87,Buenos Aires,6,Campana,6126.0,1200,1200,1200,1000,31.68,22.1,38.83,21.75
soja,1986,1986/87,Buenos Aires,6,Carlos Casares,6147.0,7000,4200,8400,2000,29.7,32.4,40.03,18.49
soja,1986,1986/87,Buenos Aires,6,Carlos Tejedor,6154.0,2000,1600,2560,1600,31.26,21.2,40.95,22.46
soja,1986,1986/87,Buenos Aires,6,Carmen de Areco,6161.0,15000,15000,33000,2200,10.25,25.9,33.6,22.24
soja,1986,1986/87,Buenos Aires,6,ColÃ³n,6175.0,24000,20700,43900,2121,16.53,29.1,34.41,23.28
soja,1986,1986/87,Buenos Aires,6,Coronel de Marina Leonardo Rosales,6182.0,100,100,120,1200,29.85,35.0,40.26,20.56
soja,1986,1986/87,Buenos Aires,6,Chacabuco,6210.0,36000,36000,82800,2300,24.52,23.7,42.21,18.37
soja,1986,1986/87,Buenos Aires,6,ChascomÃºs,6218.0,350,350,460,1314,10.16,23.6,36.91,20.77
soja,1986,1986/87,Buenos Aires,6,Chivilcoy,6224.0,22000,22000,44000,2000,34.13,31.9,43.76,18.83
soja,1986,1986/87,Buenos Aires,6,Daireaux,6231.0,1500,1000,1500,1500,33.18,31.1,34.59,21.88
soja,1986,1986/87,Buenos Aires,6,Escobar,6252.0,250,250,425,1700,26.45,29.6,37.0,18.28
soja,1986,1986/87,Buenos Aires,6,ExaltaciÃ³n de la Cruz,6266.0,3500,3500,7000,2000,11.99,24.3,36.54,20.24
soja,1986,1986/87,Buenos Aires,6,General Alvarado,6280.0,340,340,408,1200,33.0,21.5,43.16,18.5
soja,1986,1986/87,Buenos Aires,6,General Arenales,6294.0,44000,44000,83600,1900,27.51,27.2,35.42,18.02
